Link,Title,Year,Rating
https://letterboxd.com/film/may-the-devil-take-you/,May the Devil Take You,2018,3.03
https://letterboxd.com/film/daughter-of-the-nile/,Daughter of the Nile,1987,3.75
https://letterboxd.com/film/grizzly/,Grizzly,1976,2.73
https://letterboxd.com/film/taylor-swift-speak-now-world-tour-live/,Taylor Swift: Speak Now World Tour Live,2011,4.31
https://letterboxd.com/film/le-beau-serge/,Le Beau Serge,1958,3.62
https://letterboxd.com/film/decalogue-ix/,Decalogue IX,1989,4.00
https://letterboxd.com/film/godzilla-vs-spacegodzilla/,Godzilla vs. SpaceGodzilla,1994,2.98
https://letterboxd.com/film/museum-hours/,Museum Hours,2012,3.75
https://letterboxd.com/film/genius-loci/,Genius Loci,2020,3.42
https://letterboxd.com/film/young-ahmed/,Young Ahmed,2019,3.24
https://letterboxd.com/film/the-love-bug/,The Love Bug,1968,3.23
https://letterboxd.com/film/seance-2000/,Séance,2000,3.64
https://letterboxd.com/film/splendor-1999/,Splendor,1999,3.42
https://letterboxd.com/film/coffee-kareem/,Coffee & Kareem,2020,2.18
https://letterboxd.com/film/street-gang-how-we-got-to-sesame-street/,Street Gang: How We Got to Sesame Street,2021,3.86
https://letterboxd.com/film/faraway-so-close/,"Faraway, So Close!",1993,3.62
https://letterboxd.com/film/baby-geniuses/,Baby Geniuses,1999,1.65
https://letterboxd.com/film/operation-christmas-drop/,Operation Christmas Drop,2020,2.18
https://letterboxd.com/film/the-november-man/,The November Man,2014,2.67
https://letterboxd.com/film/broken-2012/,Broken,2012,3.58
https://letterboxd.com/film/three-wishes-for-cinderella/,Three Wishes for Cinderella,1973,3.74
https://letterboxd.com/film/sauvage-2018/,Sauvage,2018,3.51
https://letterboxd.com/film/ikarie-xb-1/,Ikarie XB 1,1963,3.67
https://letterboxd.com/film/pootie-tang/,Pootie Tang,2001,2.97
https://letterboxd.com/film/the-cameramans-revenge/,The Cameraman's Revenge,1912,3.91
https://letterboxd.com/film/hollywood-ending/,Hollywood Ending,2002,3.08
https://letterboxd.com/film/cavalcade/,Cavalcade,1933,2.57
https://letterboxd.com/film/hope-and-glory/,Hope and Glory,1987,3.65
https://letterboxd.com/film/cobra-verde/,Cobra Verde,1987,3.61
https://letterboxd.com/film/taylor-tomlinson-quarter-life-crisis/,Taylor Tomlinson: Quarter-Life Crisis,2020,3.62
https://letterboxd.com/film/sorry-wrong-number/,"Sorry, Wrong Number",1948,3.48
https://letterboxd.com/film/rob-roy/,Rob Roy,1995,3.36
https://letterboxd.com/film/on-the-beach/,On the Beach,1959,3.51
https://letterboxd.com/film/justin-bieber-never-say-never/,Justin Bieber: Never Say Never,2011,2.55
https://letterboxd.com/film/paw-patrol-the-movie/,PAW Patrol: The Movie,2021,2.77
https://letterboxd.com/film/dont-look-now-were-being-shot-at/,Don't Look Now... We're Being Shot At!,1966,3.83
https://letterboxd.com/film/preparations-to-be-together-for-an-unknown-period-of-time/,Preparations to Be Together for an Unknown Period of Time,2020,3.38
https://letterboxd.com/film/blue-thunder/,Blue Thunder,1983,3.17
https://letterboxd.com/film/the-last-movie-stars/,The Last Movie Stars,2022,4.13
https://letterboxd.com/film/candy/,Candy,1968,2.50
https://letterboxd.com/film/domino-2019/,Domino,2019,2.51
https://letterboxd.com/film/lamp-life/,Lamp Life,2020,3.21
https://letterboxd.com/film/miles-ahead/,Miles Ahead,2015,3.20
https://letterboxd.com/film/sweet-sixteen/,Sweet Sixteen,2002,3.71
https://letterboxd.com/film/the-bounty/,The Bounty,1984,3.47
https://letterboxd.com/film/gettysburg/,Gettysburg,1993,3.58
https://letterboxd.com/film/son-of-the-bride/,Son of the Bride,2001,3.82
https://letterboxd.com/film/green-card/,Green Card,1990,3.08
https://letterboxd.com/film/the-dentist-1996/,The Dentist,1996,2.82
https://letterboxd.com/film/cest-la-vie-2017/,C'est la vie!,2017,3.45
https://letterboxd.com/film/a-room-in-town-1982/,A Room in Town,1982,3.49
https://letterboxd.com/film/the-strange-love-of-martha-ivers/,The Strange Love of Martha Ivers,1946,3.58
https://letterboxd.com/film/yella/,Yella,2007,3.55
https://letterboxd.com/film/the-anderson-tapes/,The Anderson Tapes,1971,3.28
https://letterboxd.com/film/we-made-a-beautiful-bouquet/,We Made a Beautiful Bouquet,2021,3.83
https://letterboxd.com/film/kim-possible-a-sitch-in-time/,Kim Possible: A Sitch In Time,2003,3.19
https://letterboxd.com/film/going-places-1974/,Going Places,1974,3.49
https://letterboxd.com/film/the-new-romantic/,The New Romantic,2018,2.98
https://letterboxd.com/film/hope-floats/,Hope Floats,1998,2.85
https://letterboxd.com/film/antibirth/,Antibirth,2016,2.67
https://letterboxd.com/film/the-foot-fist-way/,The Foot Fist Way,2006,3.22
https://letterboxd.com/film/bird-on-a-wire-1990/,Bird on a Wire,1990,2.87
https://letterboxd.com/film/innocent-blood/,Innocent Blood,1992,3.11
https://letterboxd.com/film/the-intruder/,The Intruder,2004,3.72
https://letterboxd.com/film/white-hunter-black-heart/,"White Hunter, Black Heart",1990,3.57
https://letterboxd.com/film/butterfly-1999/,Butterfly,1999,3.73
https://letterboxd.com/film/cruel-story-of-youth/,Cruel Story of Youth,1960,3.60
https://letterboxd.com/film/ratchet-clank/,Ratchet & Clank,2016,2.29
https://letterboxd.com/film/scenes-with-beans/,Scenes with Beans,1976,3.80
https://letterboxd.com/film/we-are-the-flesh/,We Are the Flesh,2016,2.86
https://letterboxd.com/film/everyone-else/,Everyone Else,2009,3.71
https://letterboxd.com/film/the-fox-and-the-hound-2/,The Fox and the Hound 2,2006,2.46
https://letterboxd.com/film/malina/,Malina,1991,3.61
https://letterboxd.com/film/a-twelve-year-night/,A Twelve-Year Night,2018,3.77
https://letterboxd.com/film/jagged-edge/,Jagged Edge,1985,3.16
https://letterboxd.com/film/sonny-boy-2021/,Sonny Boy,2021,4.21
https://letterboxd.com/film/i-am-divine/,I Am Divine,2013,3.68
https://letterboxd.com/film/the-wizard-of-gore/,The Wizard of Gore,1970,2.83
https://letterboxd.com/film/theres-always-tomorrow/,There's Always Tomorrow,1956,3.87
https://letterboxd.com/film/team-darryl/,Team Darryl,2018,3.26
https://letterboxd.com/film/scandal/,Scandal,1950,3.48
https://letterboxd.com/film/river-of-no-return/,River of No Return,1954,3.18
https://letterboxd.com/film/the-blue-sky-maiden/,The Blue Sky Maiden,1957,3.81
https://letterboxd.com/film/the-horse-thief/,The Horse Thief,1986,3.72
https://letterboxd.com/film/basic/,Basic,2003,2.96
https://letterboxd.com/film/american-pastoral/,American Pastoral,2016,2.81
https://letterboxd.com/film/wicker-park/,Wicker Park,2004,3.09
https://letterboxd.com/film/loveling/,Loveling,2018,3.72
https://letterboxd.com/film/twins-in-paradise/,Twins in Paradise,2020,4.20
https://letterboxd.com/film/swimfan/,Swimfan,2002,2.43
https://letterboxd.com/film/the-land-before-time-the-great-valley-adventure/,The Land Before Time: The Great Valley Adventure,1994,3.04
https://letterboxd.com/film/fried-barry/,Fried Barry,2020,2.86
https://letterboxd.com/film/i-carry-you-with-me/,I Carry You with Me,2020,3.61
https://letterboxd.com/film/the-opposite-of-sex/,The Opposite of Sex,1998,3.13
https://letterboxd.com/film/viva/,Viva,2007,3.45
https://letterboxd.com/film/casque-dor/,Casque d'Or,1952,3.81
https://letterboxd.com/film/teknolust/,Teknolust,2002,3.14
https://letterboxd.com/film/the-speed-cubers/,The Speed Cubers,2020,3.67
https://letterboxd.com/film/abcs-of-death-2/,ABCs of Death 2,2014,2.75
https://letterboxd.com/film/a-woman-of-paris-a-drama-of-fate/,A Woman of Paris: A Drama of Fate,1923,3.46
https://letterboxd.com/film/my-best-friends-birthday/,My Best Friend's Birthday,1987,2.79
https://letterboxd.com/film/ninja-iii-the-domination/,Ninja III: The Domination,1984,3.10
https://letterboxd.com/film/flaming-creatures/,Flaming Creatures,1963,3.08
https://letterboxd.com/film/intruders-2015/,Intruders,2015,2.69
https://letterboxd.com/film/batman-the-doom-that-came-to-gotham/,Batman: The Doom That Came to Gotham,2023,2.94
https://letterboxd.com/film/before-the-revolution/,Before the Revolution,1964,3.60
https://letterboxd.com/film/barbie-and-the-secret-door/,Barbie and the Secret Door,2014,2.89
https://letterboxd.com/film/fata-morgana/,Fata Morgana,1971,3.48
https://letterboxd.com/film/black-and-blue-2019/,Black and Blue,2019,2.85
https://letterboxd.com/film/barbie-the-pearl-princess/,Barbie: The Pearl Princess,2014,3.01
https://letterboxd.com/film/raising-helen/,Raising Helen,2004,2.93
https://letterboxd.com/film/lions-love/,Lions Love,1969,3.37
https://letterboxd.com/film/lover-for-a-day/,Lover for a Day,2017,3.56
https://letterboxd.com/film/necronomicon/,Necronomicon,1993,3.20
https://letterboxd.com/film/thunder-road-2016/,Thunder Road,2016,3.96
https://letterboxd.com/film/becket/,Becket,1964,3.74
https://letterboxd.com/film/the-vanishing-1993/,The Vanishing,1993,2.90
https://letterboxd.com/film/pizza-beer-and-cigarettes/,"Pizza, Beer, and Cigarettes",1998,3.58
https://letterboxd.com/film/the-serpents-egg/,The Serpent's Egg,1977,3.31
https://letterboxd.com/film/voyeur-2017/,Voyeur,2017,3.00
https://letterboxd.com/film/the-blade/,The Blade,1995,3.78
https://letterboxd.com/film/far-far-away-idol/,Far Far Away Idol,2004,3.42
https://letterboxd.com/film/lesson-of-the-evil/,Lesson of the Evil,2012,3.41
https://letterboxd.com/film/now-is-good/,Now Is Good,2012,3.02
https://letterboxd.com/film/rat-film/,Rat Film,2016,3.70
https://letterboxd.com/film/the-thieves-2012/,The Thieves,2012,3.37
https://letterboxd.com/film/bad-moon/,Bad Moon,1996,2.98
https://letterboxd.com/film/amulet/,Amulet,2020,2.79
https://letterboxd.com/film/old-people-2022/,Old People,2022,2.39
https://letterboxd.com/film/the-generals-daughter/,The General's Daughter,1999,2.86
https://letterboxd.com/film/dead-end-drive-in/,Dead End Drive-In,1986,3.19
https://letterboxd.com/film/your-honor-2020/,Your Honor,2020,3.52
https://letterboxd.com/film/hatchet-for-the-honeymoon/,Hatchet for the Honeymoon,1970,3.33
https://letterboxd.com/film/the-children-2008/,The Children,2008,3.05
https://letterboxd.com/film/halston-2021/,Halston,2021,3.50
https://letterboxd.com/film/raw-deal/,Raw Deal,1948,3.65
https://letterboxd.com/film/the-lovers-2017/,The Lovers,2017,3.18
https://letterboxd.com/film/beyond-the-gates/,Beyond the Gates,2016,2.61
https://letterboxd.com/film/automata-2014/,Automata,2014,2.81
https://letterboxd.com/film/no-regrets-for-our-youth/,No Regrets for Our Youth,1946,3.56
https://letterboxd.com/film/ragtime/,Ragtime,1981,3.64
https://letterboxd.com/film/the-public-woman/,The Public Woman,1984,3.67
https://letterboxd.com/film/mothering-sunday/,Mothering Sunday,2021,2.96
https://letterboxd.com/film/the-apple/,The Apple,1980,2.74
https://letterboxd.com/film/factory-girl/,Factory Girl,2006,3.06
https://letterboxd.com/film/the-messenger/,The Messenger,2009,3.58
https://letterboxd.com/film/blue-sunshine/,Blue Sunshine,1977,3.17
https://letterboxd.com/film/asterix-and-cleopatra/,Asterix and Cleopatra,1968,3.57
https://letterboxd.com/film/crossroads-1986/,Crossroads,1986,3.36
https://letterboxd.com/film/drishyam-2015/,Drishyam,2015,3.72
https://letterboxd.com/film/still-life-1974/,Still Life,1974,4.17
https://letterboxd.com/film/books-of-blood/,Books of Blood,2020,2.57
https://letterboxd.com/film/people-on-sunday/,People on Sunday,1930,3.65
https://letterboxd.com/film/the-specials-2019/,The Specials,2019,3.75
https://letterboxd.com/film/election-2/,Election 2,2006,3.91
https://letterboxd.com/film/decalogue-viii/,Decalogue VIII,1989,3.74
https://letterboxd.com/film/the-blue-planet/,The Blue Planet,2001,4.35
https://letterboxd.com/film/herods-law/,Herod's Law,1999,3.75
https://letterboxd.com/film/7th-heaven/,7th Heaven,1927,3.74
https://letterboxd.com/film/under-the-blossoming-cherry-trees/,Under the Blossoming Cherry Trees,1975,3.75
https://letterboxd.com/film/ticks/,Ticks,1993,3.01
https://letterboxd.com/film/jack-and-the-cuckoo-clock-heart/,Jack and the Cuckoo-Clock Heart,2013,3.51
https://letterboxd.com/film/far-from-vietnam/,Far from Vietnam,1967,3.83
https://letterboxd.com/film/november-2022/,November,2022,3.31
https://letterboxd.com/film/the-transgressor/,The Transgressor,1974,3.56
https://letterboxd.com/film/dave-chappelle-the-bird-revelation/,Dave Chappelle: The Bird Revelation,2017,3.84
https://letterboxd.com/film/im-gonna-git-you-sucka/,I'm Gonna Git You Sucka,1988,3.31
https://letterboxd.com/film/forces-of-nature/,Forces of Nature,1999,2.47
https://letterboxd.com/film/10/,10,1979,3.14
https://letterboxd.com/film/darkness-light-darkness/,"Darkness, Light, Darkness",1989,3.96
https://letterboxd.com/film/3000-miles-to-graceland/,3000 Miles to Graceland,2001,2.71
https://letterboxd.com/film/how-to-have-sex/,How to Have Sex,2023,3.55
https://letterboxd.com/film/the-experiment-2010/,The Experiment,2010,2.96
https://letterboxd.com/film/strong-woman-do-bong-soon/,Strong Woman Do Bong Soon,2017,3.89
https://letterboxd.com/film/dead-for-a-dollar/,Dead for a Dollar,2022,2.70
https://letterboxd.com/film/the-brave-one/,The Brave One,2007,3.06
https://letterboxd.com/film/the-chalk-line/,The Chalk Line,2022,3.02
https://letterboxd.com/film/dont-deliver-us-from-evil/,Don't Deliver Us from Evil,1971,3.56
https://letterboxd.com/film/the-milk-of-sorrow/,The Milk of Sorrow,2009,3.64
https://letterboxd.com/film/crisis/,Crisis,1946,3.14
https://letterboxd.com/film/alone-in-the-dark-2005/,Alone in the Dark,2005,1.37
https://letterboxd.com/film/fortress-1992/,Fortress,1992,3.02
https://letterboxd.com/film/the-night-of-counting-the-years/,The Night of Counting the Years,1969,4.02
https://letterboxd.com/film/the-perfume-of-the-lady-in-black/,The Perfume of the Lady in Black,1974,3.45
https://letterboxd.com/film/fireworks-2017/,Fireworks,2017,2.49
https://letterboxd.com/film/the-arrival/,The Arrival,1996,2.86
https://letterboxd.com/film/all-of-me/,All of Me,1984,3.30
https://letterboxd.com/film/the-merchant-of-venice/,The Merchant of Venice,2004,3.26
https://letterboxd.com/film/the-kid-stays-in-the-picture/,The Kid Stays in the Picture,2002,3.63
https://letterboxd.com/film/a-chorus-line/,A Chorus Line,1985,3.10
https://letterboxd.com/film/red-planet/,Red Planet,2000,2.53
https://letterboxd.com/film/the-quatermass-xperiment/,The Quatermass Xperiment,1955,3.34
https://letterboxd.com/film/dil-chahta-hai/,Dil Chahta Hai,2001,3.61
https://letterboxd.com/film/the-trust/,The Trust,2016,2.88
https://letterboxd.com/film/round-midnight/,'Round Midnight,1986,3.78
https://letterboxd.com/film/me-and-orson-welles/,Me and Orson Welles,2008,3.22
https://letterboxd.com/film/little-ashes/,Little Ashes,2008,2.94
https://letterboxd.com/film/casa-de-mi-padre/,Casa De Mi Padre,2012,2.69
https://letterboxd.com/film/trespass-against-us/,Trespass Against Us,2016,2.97
https://letterboxd.com/film/under-capricorn/,Under Capricorn,1949,3.20
https://letterboxd.com/film/project-a-part-ii/,Project A: Part II,1987,3.48
https://letterboxd.com/film/i-travel-because-i-have-to-i-come-back-because-i-love-you/,"I Travel Because I Have to, I Come Back Because I Love You",2009,3.68
https://letterboxd.com/film/sicily/,Sicily!,1999,3.79
https://letterboxd.com/film/ivalu/,Ivalu,2022,2.98
https://letterboxd.com/film/antonias-line/,Antonia's Line,1995,3.83
https://letterboxd.com/film/the-horse-whisperer/,The Horse Whisperer,1998,3.23
https://letterboxd.com/film/the-queen-of-black-magic-2019/,The Queen of Black Magic,2019,3.32
https://letterboxd.com/film/ewoks-the-battle-for-endor/,Ewoks: The Battle for Endor,1985,2.45
https://letterboxd.com/film/whisky/,Whisky,2004,3.65
https://letterboxd.com/film/superman-vs-the-elite/,Superman vs. The Elite,2012,3.41
https://letterboxd.com/film/the-signal/,The Signal,2007,3.16
https://letterboxd.com/film/kiss-of-the-dragon/,Kiss of the Dragon,2001,3.11
https://letterboxd.com/film/arif-v-216/,Arif V 216,2018,3.03
https://letterboxd.com/film/the-black-cat-1981/,The Black Cat,1981,3.09
https://letterboxd.com/film/south-park-the-streaming-wars/,South Park the Streaming Wars,2022,3.18
https://letterboxd.com/film/the-farm-2018/,The Farm,2018,1.79
https://letterboxd.com/film/thanks-for-sharing/,Thanks for Sharing,2012,2.86
https://letterboxd.com/film/chained-2012/,Chained,2012,3.18
https://letterboxd.com/film/elmer-gantry/,Elmer Gantry,1960,3.81
https://letterboxd.com/film/surviving-christmas/,Surviving Christmas,2004,2.44
https://letterboxd.com/film/fabian-going-to-the-dogs/,Fabian: Going to the Dogs,2021,3.83
https://letterboxd.com/film/basically/,Basically,2014,3.09
https://letterboxd.com/film/of-human-bondage/,Of Human Bondage,1934,3.30
https://letterboxd.com/film/kagero-za/,Kagero-za,1981,3.76
https://letterboxd.com/film/tarzan-jane/,Tarzan & Jane,2002,2.36
https://letterboxd.com/film/class-of-1999/,Class of 1999,1990,3.19
https://letterboxd.com/film/youve-got-murder/,You've Got Murder,2019,3.12
https://letterboxd.com/film/journey-to-the-west-conquering-the-demons/,Journey to the West: Conquering the Demons,2013,3.42
https://letterboxd.com/film/rabid-2019/,Rabid,2019,2.65
https://letterboxd.com/film/genius-2016/,Genius,2016,3.16
https://letterboxd.com/film/forever-young/,Forever Young,1992,3.01
https://letterboxd.com/film/made-you-look-a-true-story-about-fake-art/,Made You Look: A True Story About Fake Art,2020,3.26
https://letterboxd.com/film/cold-skin/,Cold Skin,2017,2.87
https://letterboxd.com/film/the-similars/,The Similars,2015,3.15
https://letterboxd.com/film/dugs-special-mission/,Dug's Special Mission,2009,3.30
https://letterboxd.com/film/revenge/,Revenge,1990,3.10
https://letterboxd.com/film/read-my-lips/,Read My Lips,2001,3.67
https://letterboxd.com/film/i-drink-your-blood/,I Drink Your Blood,1970,3.21
https://letterboxd.com/film/day-of-the-outlaw/,Day of the Outlaw,1959,3.81
https://letterboxd.com/film/medusa-2021/,Medusa,2021,3.32
https://letterboxd.com/film/above-the-rim/,Above the Rim,1994,3.23
https://letterboxd.com/film/mermaid-legend/,Mermaid Legend,1984,3.81
https://letterboxd.com/film/suburra/,Suburra,2015,3.66
https://letterboxd.com/film/the-killer-inside-me-2010/,The Killer Inside Me,2010,2.92
https://letterboxd.com/film/the-young-and-prodigious-ts-spivet/,The Young and Prodigious T.S. Spivet,2013,3.39
https://letterboxd.com/film/immortal-beloved/,Immortal Beloved,1994,3.49
https://letterboxd.com/film/whitney/,Whitney,2018,3.63
https://letterboxd.com/film/the-new-pope/,The New Pope,2020,4.01
https://letterboxd.com/film/falling-2020/,Falling,2020,3.06
https://letterboxd.com/film/doa-dead-or-alive/,DOA: Dead or Alive,2006,2.32
https://letterboxd.com/film/the-bear/,The Bear,1988,3.68
https://letterboxd.com/film/in-the-darkness-of-time/,In the Darkness of Time,2002,4.14
https://letterboxd.com/film/hamburger-hill/,Hamburger Hill,1987,3.30
https://letterboxd.com/film/the-impossible-voyage/,The Impossible Voyage,1904,3.68
https://letterboxd.com/film/double-down-2005/,Double Down,2005,2.50
https://letterboxd.com/film/mississippi-mermaid/,Mississippi Mermaid,1969,3.50
https://letterboxd.com/film/the-death-of-louis-xiv/,The Death of Louis XIV,2016,3.66
https://letterboxd.com/film/boogeyman/,Boogeyman,2005,1.92
https://letterboxd.com/film/the-even-stevens-movie/,The Even Stevens Movie,2003,2.89
https://letterboxd.com/film/five-2016/,Five,2016,3.30
https://letterboxd.com/film/tart/,Tart,2001,2.53
https://letterboxd.com/film/final-exam/,Final Exam,1981,2.40
https://letterboxd.com/film/stranger-things/,Stranger Things,2010,4.00
https://letterboxd.com/film/made-in-abyss-dawn-of-the-deep-soul/,Made in Abyss: Dawn of the Deep Soul,2020,3.94
https://letterboxd.com/film/the-wolves-2019/,The Wolves,2019,3.80
https://letterboxd.com/film/coogans-bluff/,Coogan's Bluff,1968,3.10
https://letterboxd.com/film/reflections-in-a-golden-eye/,Reflections in a Golden Eye,1967,3.32
https://letterboxd.com/film/the-trip-to-greece/,The Trip to Greece,2020,3.53
https://letterboxd.com/film/the-whispering-star/,The Whispering Star,2015,3.67
https://letterboxd.com/film/tarantula/,Tarantula,1955,3.14
https://letterboxd.com/film/blue-2018/,Blue,2018,3.56
https://letterboxd.com/film/dry-summer/,Dry Summer,1963,3.78
https://letterboxd.com/film/stitches-2012/,Stitches,2012,2.79
https://letterboxd.com/film/barry-2016/,Barry,2016,3.06
https://letterboxd.com/film/introduction-2021/,Introduction,2021,3.37
https://letterboxd.com/film/city-girl/,City Girl,1930,3.94
https://letterboxd.com/film/rakka-2017/,Rakka,2017,3.35
https://letterboxd.com/film/furie/,Furie,2019,3.16
https://letterboxd.com/film/wyrmwood-road-of-the-dead/,Wyrmwood: Road of the Dead,2014,3.10
https://letterboxd.com/film/hannah-takes-the-stairs/,Hannah Takes the Stairs,2007,3.12
https://letterboxd.com/film/soul-plane/,Soul Plane,2004,2.22
https://letterboxd.com/film/tropico/,Tropico,2013,4.14
https://letterboxd.com/film/tremors-3-back-to-perfection/,Tremors 3: Back to Perfection,2001,2.50
https://letterboxd.com/film/ptu/,PTU,2003,3.76
https://letterboxd.com/film/audrey-2020/,Audrey,2020,3.64
https://letterboxd.com/film/history-is-made-at-night/,History Is Made at Night,1937,3.88
https://letterboxd.com/film/what-we-do-in-the-shadows-interviews-with-some-vampires/,What We Do in the Shadows: Interviews with Some Vampires,2005,3.70
https://letterboxd.com/film/the-bridge-1959/,The Bridge,1959,4.00
https://letterboxd.com/film/nightfall/,Nightfall,1956,3.65
https://letterboxd.com/film/fat-albert/,Fat Albert,2004,2.24
https://letterboxd.com/film/i-hired-a-contract-killer/,I Hired a Contract Killer,1990,3.75
https://letterboxd.com/film/summer-school/,Summer School,1987,3.24
https://letterboxd.com/film/sometimes-i-think-about-dying/,"Sometimes, I Think About Dying",2019,3.66
https://letterboxd.com/film/the-quince-tree-sun/,The Quince Tree Sun,1992,4.06
https://letterboxd.com/film/miss-potter/,Miss Potter,2006,3.28
https://letterboxd.com/film/dream-home/,Dream Home,2010,3.36
https://letterboxd.com/film/the-pick-up-artist/,The Pick-up Artist,1987,2.69
https://letterboxd.com/film/ghost-1984/,Ghost,1984,3.95
https://letterboxd.com/film/kgf-chapter-1/,K.G.F: Chapter 1,2018,3.23
https://letterboxd.com/film/prime-cut/,Prime Cut,1972,3.51
https://letterboxd.com/film/let-it-be/,Let It Be,1970,3.69
https://letterboxd.com/film/the-girl-and-the-spider/,The Girl and the Spider,2021,3.29
https://letterboxd.com/film/raging-fire/,Raging Fire,2021,3.35
https://letterboxd.com/film/harriet-the-spy/,Harriet the Spy,1996,3.05
https://letterboxd.com/film/dementia/,Dementia,1955,3.59
https://letterboxd.com/film/a-cinderella-story-once-upon-a-song/,A Cinderella Story: Once Upon a Song,2011,2.52
https://letterboxd.com/film/little-fugitive-1953/,Little Fugitive,1953,3.83
https://letterboxd.com/film/sita-ramam/,Sita Ramam,2022,3.50
https://letterboxd.com/film/royal-warriors/,Royal Warriors,1986,3.67
https://letterboxd.com/film/emmet-otters-jug-band-christmas/,Emmet Otter's Jug-Band Christmas,1977,3.86
https://letterboxd.com/film/how-do-you-measure-a-year/,How Do You Measure a Year?,2021,3.23
https://letterboxd.com/film/cemetery-junction/,Cemetery Junction,2010,3.27
https://letterboxd.com/film/kin-dza-dza/,Kin-dza-dza!,1986,3.82
https://letterboxd.com/film/that-man-from-rio/,That Man from Rio,1964,3.70
https://letterboxd.com/film/insignificance/,Insignificance,1985,3.45
https://letterboxd.com/film/the-offering-2022-1/,The Offering,2022,2.31
https://letterboxd.com/film/howling-ii-stirba-werewolf-bitch/,Howling II: Stirba - Werewolf Bitch,1985,2.43
https://letterboxd.com/film/knockin-on-heavens-door/,Knockin' on Heaven's Door,1997,3.73
https://letterboxd.com/film/kim-possible-so-the-drama/,Kim Possible: So the Drama,2005,3.25
https://letterboxd.com/film/the-hidden-face/,The Hidden Face,2011,3.37
https://letterboxd.com/film/drake-josh-go-hollywood/,Drake & Josh Go Hollywood,2006,3.05
https://letterboxd.com/film/its-a-disaster/,It's a Disaster,2012,3.28
https://letterboxd.com/film/troop-beverly-hills/,Troop Beverly Hills,1989,3.19
https://letterboxd.com/film/dead-man-down/,Dead Man Down,2013,2.84
https://letterboxd.com/film/clear-history/,Clear History,2013,3.11
https://letterboxd.com/film/reds-dream/,Red's Dream,1987,3.05
https://letterboxd.com/film/the-cincinnati-kid/,The Cincinnati Kid,1965,3.54
https://letterboxd.com/film/the-inglorious-bastards/,The Inglorious Bastards,1978,3.34
https://letterboxd.com/film/life-animated/,"Life, Animated",2016,3.64
https://letterboxd.com/film/the-titan/,The Titan,2018,2.12
https://letterboxd.com/film/nest-2022/,Nest,2022,3.86
https://letterboxd.com/film/looking-for-langston/,Looking for Langston,1989,4.00
https://letterboxd.com/film/omar/,Omar,2013,3.69
https://letterboxd.com/film/go-west/,Go West,1925,3.58
https://letterboxd.com/film/lone-wolf-and-cub-baby-cart-in-the-land-of-demons/,Lone Wolf and Cub: Baby Cart in the Land of Demons,1973,3.69
https://letterboxd.com/film/racionais-mcs-from-the-streets-of-sao-paulo/,Racionais MC's: From the Streets of São Paulo,2022,3.96
https://letterboxd.com/film/green-lantern-first-flight/,Green Lantern: First Flight,2009,3.21
https://letterboxd.com/film/microwave-massacre/,Microwave Massacre,1979,2.25
https://letterboxd.com/film/the-kid-brother/,The Kid Brother,1927,3.73
https://letterboxd.com/film/resident-evil-damnation/,Resident Evil: Damnation,2012,2.90
https://letterboxd.com/film/the-scarecrow/,The Scarecrow,1920,3.83
https://letterboxd.com/film/what-josiah-saw/,What Josiah Saw,2021,3.25
https://letterboxd.com/film/memory-the-origins-of-alien/,Memory: The Origins of Alien,2019,3.37
https://letterboxd.com/film/rules-of-engagement/,Rules of Engagement,2000,2.96
https://letterboxd.com/film/dead-end/,Dead End,1937,3.54
https://letterboxd.com/film/the-33/,The 33,2015,3.06
https://letterboxd.com/film/hysteria-2011-6/,Hysteria,2011,3.18
https://letterboxd.com/film/ghost-story/,Ghost Story,1981,3.04
https://letterboxd.com/film/monica-o-my-darling/,"Monica, O My Darling",2022,3.49
https://letterboxd.com/film/chak-de-india/,Chak De! India,2007,3.64
https://letterboxd.com/film/the-third-wife/,The Third Wife,2018,3.56
https://letterboxd.com/film/ex-libris-the-new-york-public-library/,Ex Libris: The New York Public Library,2017,3.91
https://letterboxd.com/film/wet-hot-american-summer-first-day-of-camp-2015/,Wet Hot American Summer: First Day of Camp,2015,3.52
https://letterboxd.com/film/dear-zindagi/,Dear Zindagi,2016,3.32
https://letterboxd.com/film/12-feet-deep/,12 Feet Deep,2017,2.07
https://letterboxd.com/film/ghajini-2008/,Ghajini,2008,3.31
https://letterboxd.com/film/keep-your-hands-off-eizouken-2020/,Keep Your Hands Off Eizouken!,2020,4.18
https://letterboxd.com/film/the-intruder-2020/,The Intruder,2020,3.17
https://letterboxd.com/film/leading-lady-parts/,Leading Lady Parts,2018,3.93
https://letterboxd.com/film/make-mine-music/,Make Mine Music,1946,2.79
https://letterboxd.com/film/the-handmaids-tale/,The Handmaid's Tale,1990,3.18
https://letterboxd.com/film/the-petrified-forest/,The Petrified Forest,1936,3.62
https://letterboxd.com/film/how-to-make-an-american-quilt/,How to Make an American Quilt,1995,3.17
https://letterboxd.com/film/the-long-riders/,The Long Riders,1980,3.45
https://letterboxd.com/film/romeo-juliet-2013/,Romeo & Juliet,2013,2.55
https://letterboxd.com/film/one-piece-strong-world/,One Piece: Strong World,2009,3.54
https://letterboxd.com/film/five-graves-to-cairo/,Five Graves to Cairo,1943,3.61
https://letterboxd.com/film/deranged-1974/,Deranged,1974,3.27
https://letterboxd.com/film/big-wednesday/,Big Wednesday,1978,3.68
